"Existing
PO Number",PO Description (optional),Buyer ,Vendor Name,VENDOR_SITE_CODE,Ship to,Bill To,PO Currency,PAYMENT TERMS,Freight Terms/ Incoterms,"Carrier
Freight Payment Terms","FOB 
Destination / Origin",Note To Receiver (optional),Note to Supplier (optional),Line#,LINE_TYPE,ITEM,ITEM REVISION,"Category
(see note#1)","Line Description 
(see note# 1)",UOM,UNIT PRICE,Supplier item (optional),SHIPMENT#,open quantity,NEED BY DATE,PROMISED_DATE,RECEIPT REQUIRED? ,TAX_CODE,"Charge Account
(see note#1)",Vendor Site ID,Consigned (Yes/No),Plant Code,PR#,PR Item,Requestor,PR Text,Cost Center Code,Cost Center,Asset NO,APL Stauts,Vendor ID, Internal Order#
4500390107,,Yangbin Wang,"Vallen Industrial Technology(Shanghai) Co., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30007398,,,,EA,338.4600,,,240.000,11-11-2024,09-11-2024,,13 %,,,No,2000,0011152822,30,明月+计划张中辉VN,,#N/A,,,已纳入APL,0008104965,
4500390143,,Kelly Chen,"shenzhen xiang xin yu technology co., ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,P6115922,D,,,EA,225.0000,,,100.000,10-12-2024,29-11-2024,,13 %,,,No,1000,0011152353,260,计划+陈孙玉,,#N/A,,,有条件纳入APL,0008103595,
4500390143,,Kelly Chen,"shenzhen xiang xin yu technology co., ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,P6115922,D,,,EA,225.0000,,,100.000,26-12-2024,16-12-2024,,13 %,,,No,1000,0011152353,260,计划+陈孙玉,,#N/A,,,有条件纳入APL,0008103595,
4500390143,,Kelly Chen,"shenzhen xiang xin yu technology co., ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,P6115923,B,,,EA,31.0000,,,100.000,10-12-2024,29-11-2024,,13 %,,,No,1000,0011152353,270,计划+陈孙玉,,#N/A,,,有条件纳入APL,0008103595,
4500390143,,Kelly Chen,"shenzhen xiang xin yu technology co., ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,P6115923,B,,,EA,31.0000,,,100.000,26-12-2024,16-12-2024,,13 %,,,No,1000,0011152353,270,计划+陈孙玉,,#N/A,,,有条件纳入APL,0008103595,
4500390148,,Kelly Chen,"shenzhen xiang xin yu technology co., ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,60,NB Standard PO,30298561,I,,,EA,0.0000,,,1120.000,03-01-2025,26-12-2024,,13 %,,,Yes,2000,0011152102,10,NPI+计划真敏章,,#N/A,,,已纳入APL,0008103595,
4500390151,,Kelly Chen,"Shenzhen Preciconn Precision Machimery Co.,Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,50,NB Standard PO,30298561,I,,,EA,0.0000,,,280.000,03-01-2025,26-12-2024,,13 %,,,Yes,2000,0011152102,10,NPI+计划真敏章,,#N/A,,,已纳入APL,0008101577,
4500390155,,Haini Zhang,Fuzhou chaoqun machinery mold co. LTD.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,40,NB Standard PO,20636254,A,,,EA,1312.3700,,,16.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011152411,260,HELIOS+镀膜,,#N/A,,,,0008103073,
4500390158,,Kelly Chen,"shenzhen xiang xin yu technology co., ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,50,NB Standard PO,32416183,B,,,EA,0.0000,,,250.000,22-11-2024,17-11-2024,,13 %,,,Yes,2000,0011152404,50,球面+计划黎秋琴,,#N/A,,,已纳入APL,0008103595,
4500390158,,Kelly Chen,"shenzhen xiang xin yu technology co., ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,80,NB Standard PO,32416183,B,,,EA,0.0000,,,250.000,29-11-2024,26-11-2024,,13 %,,,Yes,2000,0011152404,50,球面+计划黎秋琴,,#N/A,,,已纳入APL,0008103595,
4500390220,,Yan Li,"II-VI VIETNAM CO., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,Vietnam,,,30,NB Standard PO,66399519,A,,,EA,114.4900,,,100.000,07-01-2025,30-12-2024,,0 %,,,No,2000,0011153408,10,球面+计划黎秋琴,,#N/A,,,已纳入APL,0000002010,
4500390230,,Kittipong Nakkhong,FABRINET,,,"Unit 1402, 14th Floor, Henley Building, No. 5 Queen's Road Central, Hong Kong",USD,N090,EXW,,Ex works,,,10,NB Standard PO,60RA70003,,,,EA,6550.8700,,,25.000,27-01-2025,27-01-2025,,0 %,,,No,5001,0011153053,10,Fabrinet Amp,,#N/A,,,,0008200523,
4500390248,,Xiaoxin Yuan,WuHan GangXinYouLian steel trade limited,,"1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN","1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN",CNY,N090,DEW,,Guangzhou,,,10,NB Standard PO,66499163,A,,,EA,0.4000,,,80000.000,15-11-2024,15-11-2024,,13 %,,,No,2030,0011151696,10,尹碧华,,#N/A,,,已纳入APL,0008102274,
4500390248,,Xiaoxin Yuan,WuHan GangXinYouLian steel trade limited,,"1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN","1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN",CNY,N090,DEW,,Guangzhou,,,20,NB Standard PO,66499141,A,,,EA,1.0000,,,20000.000,15-11-2024,15-11-2024,,13 %,,,No,2030,0011151696,20,尹碧华,,#N/A,,,已纳入APL,0008102274,
4500390253,,JingRu Yang,"II-VI Photonics, Inc",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z045,,,,,,20,NB Standard PO,66125512,,,,EA,52.9900,,,780.000,06-01-2025,06-01-2025,,13 %,,,No,2000,0011152365,20,NPI+计划真敏章,,#N/A,,,已纳入APL,0000001000,
4500390261,,JingRu Yang,"Optimal Coatech (Guangzhou) Corp., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N030,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,66376015,A,,,EA,124.3200,,,1130.000,06-12-2024,04-12-2024,,13 %,,,No,2000,0011152875,20,NPI+计划真敏章,,#N/A,,,已纳入APL,0000002030,
4500390285,,Ealon Yu,MANSOL(PREFORMS)LIMITED,,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",GBP,N090,FCA,,Free Carrier Air,,,10,NB Standard PO,P0878534,04,,,EA,0.2000,,,100000.000,31-12-2024,28-11-2024,,0 %,,,No,5210,0011149316,10,王丽娜,,#N/A,,,已纳入APL,0008200578,
4500390294,,Liangsi Luo,HOYA Corporation,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N090,FCA,,JP,,,40,NB Standard PO,30093726,B,,,EA,31.0000,,,3000.000,23-12-2024,16-12-2024,,0 %,,,No,1000,0011152898,10,计划+王炳淋,,#N/A,,,已纳入APL,0008201386,
4500390304,,Liangsi Luo,"Yangtze Optical Fibre & Cable Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,30469037,A,,,M,0.3620,,,100000.000,02-12-2024,02-12-2024,,13 %,,,No,1000,0011153547,100,计划+王巧玲,,#N/A,,,已纳入APL,0008101602,
4500390334,,Haini Zhang,"Fujian Acetron New Materials Co., Ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30006412,,,,G,577.8000,,,130.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011152410,10,镀膜+公共,,#N/A,,,已纳入APL,0008100346,
4500390334,,Haini Zhang,"Fujian Acetron New Materials Co., Ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,32444869,,,,KG,21680.0000,,,5.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011152890,10,镀膜+公共,,#N/A,,,已纳入APL,0008100346,
4500390334,,Haini Zhang,"Fujian Acetron New Materials Co., Ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N090,DEW,,Discharge to buyer's warehouse,,,50,NB Standard PO,20087726,A,,,EA,68.0000,,,40.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011152927,240,镀膜+光驰,,#N/A,,,,0008100346,
4500390444,,Liangsi Luo,"Femto Technology (Xi'an) Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,66498782,A0,,,EA,28.6000,,,100.000,10-12-2024,10-12-2024,,13 %,,,No,1001,0011152826,10,R-ISO FA+何秀平,,#N/A,,,工程验证,0008100282,
4500390481,,Xiaoping Huang,"SHANGHAI GOUS OPTICS CO., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30000748,,,,KG,897.9400,,,10.000,10-01-2025,08-12-2024,,13 %,,,No,2000,0011153988,10,公共+计划邱萍英,,#N/A,,,货源验证,0008100973,
4500390493,,Liangsi Luo,"PHILLIPS-MEDISIZE (SUZHOU) CO., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z045,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32165461,,,,M,5.3400,,,4000.000,20-01-2025,20-12-2024,,13 %,,,No,2000,0011153664,10,光纤+计划陈美华,,#N/A,,,已纳入APL,0008104284,
4500390498,,Lin Zhuang,"Fuzhou Photop Optics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N030,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,65904211,B,,,EA,20.4400,,,2000.000,07-01-2025,07-01-2025,,13 %,,,No,1000,0011153734,20,计划+唐学涛,,#N/A,,,已纳入APL,0000002000,
4500390498,,Lin Zhuang,"Fuzhou Photop Optics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N030,DEW,,Discharge to buyer's warehouse,,,60,NB Standard PO,65904222,B,,,EA,20.4400,,,4000.000,30-12-2024,30-12-2024,,13 %,,,No,1000,0011153979,10,计划+唐学涛,,#N/A,,,已纳入APL,0000002000,
4500390499,,Lin Zhuang,"Fuzhou Photop Optics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N030,DEW,,Discharge to buyer's warehouse,,,100,NB Standard PO,65423347,C,,,EA,69.1500,,,600.000,26-11-2024,26-11-2024,,13 %,,,No,1000,0011154013,10,计划+陈孙玉,,#N/A,,,已纳入APL,0000002000,
4500390506,,Sharen.Li,"He Bei Sinopack Electronic Tech CO.,LTD",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",USD,N090,,,,,,30,NB Standard PO,P2105107,08,,,EA,0.0000,,,1500.000,27-01-2025,27-01-2025,,0 %,,,Yes,5210,0011153142,30,Elaine,,#N/A,,,已纳入APL,0008200994,
4500390517,,Liangsi Luo,"Dongguan Jinyuan Hardware Machinery Co.,Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,170,NB Standard PO,30166178,B,,,EA,165.0000,,,40.000,20-01-2025,06-12-2024,,13 %,,,No,2000,0011152903,480,GDL+计划杨进,,#N/A,,,已纳入APL,0008102591,
4500390547,,Yangbin Wang,"Shanghai Chainer Trading Co., LTD.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30005651,,,,EA,116.4400,,,200.000,25-12-2024,25-12-2024,,13 %,,,No,2000,0011152904,90,工程部+张伟焱,,#N/A,,,已纳入APL,0008100240,
4500390626,,Yan Li,"II-VI VIETNAM CO., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,Vietnam,,,10,NB Standard PO,66506485,A0,,,EA,1400.0000,,,17.000,03-01-2025,28-12-2024,,0 %,,,No,2000,0011153681,10,NPI+计划真敏章,,#N/A,,,已纳入APL,0000002010,
4500390638,,Xia Chen,"Femto Technology (Xi'an) Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,70,NB Standard PO,66003890,D,,,EA,6.0700,,,1500.000,06-01-2025,06-01-2025,,13 %,,,No,1000,0011151712,20,计划+汪振芳,,#N/A,,,已纳入APL,0008100282,
4500390667,,Yangbin Wang,"New Tronics Co,Ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,CIF,,fuzhou,,,20,NB Standard PO,30007310,,,,BOX,569.4000,,,15.000,20-01-2025,05-01-2025,,0 %,,,No,2000,0011153524,700,仓库+王金霞,,#N/A,,,已纳入APL,0008200144,
4500390693,,Xia Chen,"Changzhou Henghai Optics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,65123908,C,,,EA,4.9500,,,784.000,03-01-2025,02-01-2025,,13 %,,,No,2000,0011138261,40,明月+计划吴芳,,#N/A,,,已纳入APL,0008101749,
4500390766,,Xiaodong Zhuang,Fuzhou Youkuai trading company Ltd.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,20005926,,,,EA,23.9300,,,50.000,07-11-2024,07-11-2024,,13 %,,,No,2000,0011154374,40,明月+叶玉珍,,#N/A,,,,0008102697,
4500390771,,Thomas Zhang,"Shenzhen  TW  Scitech  Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,50,NB Standard PO,32169144,A,,,EA,0.0000,,,10000.000,03-12-2024,02-12-2024,,13 %,,,Yes,2000,0011154037,50,光纤+计划陈美华,,#N/A,,,已纳入APL,0008101735,
4500390774,,Haini Zhang,"Fujian Acetron New Materials Co., Ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N090,DEW,,Discharge to buyer's warehouse,,,30,NB Standard PO,30006434,,,,KG,1995.0000,,,20.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011154072,260,镀膜+光驰,,#N/A,,,已纳入APL,0008100346,
4500390798,,Xia Chen,"Fuzhou Minbo Optoelectronic Technology Co., Ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30432411,A,,,EA,40.8400,,,480.000,04-01-2025,02-01-2025,,13 %,,,No,2000,0011147027,10,明月+计划陈彬辉,,#N/A,,,已纳入APL,0008102529,
4500390803,,Sharen.Li,"He Bei Sinopack Electronic Tech CO.,LTD",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",USD,N090,,,,,,10,NB Standard PO,P6113892,A0,,,EA,0.0000,,,5000.000,26-11-2024,26-11-2024,,0 %,,,Yes,5210,0011154065,10,王丽娜,,#N/A,,,已纳入APL,0008200994,
4500390809,,Liangsi Luo,"Dongguan Jinyuan Hardware Machinery Co.,Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,50,NB Standard PO,30166178,B,,,EA,165.0000,,,25.000,30-12-2024,10-12-2024,,13 %,,,No,2000,0011154384,30,GDL+计划杨进,,#N/A,,,已纳入APL,0008102591,
4500390813,,JingRu Yang,Coherent Corp.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,New Jersey,,,10,NB Standard PO,30455018-1,B,,,EA,70.4000,,,10000.000,10-12-2024,10-12-2024,,0 %,,,No,2000,0011153704,10,旋转片+计划杨蕾蕾,,#N/A,,,已纳入APL,000000Z021,
4500390813,,JingRu Yang,Coherent Corp.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,New Jersey,,,20,NB Standard PO,32374834-1,B,,,EA,64.0000,,,1000.000,10-12-2024,10-12-2024,,0 %,,,No,2000,0011153704,20,旋转片+计划杨蕾蕾,,#N/A,,,已纳入APL,000000Z021,
4500390826,,Thomas Zhang,8200386nLight Corporation,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,,,,,,40,NB Standard PO,32316171-2,,,,M,0.0000,,,6000.000,07-11-2024,07-11-2024,,0 %,,,No,2000,0011154581,40,Liv Huang,,#N/A,,,工程验证,0008200386,
4500390829,,Xiuhua Jiang,"Hebei Sinopack Electronic Tech Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,60102250,H,,,EA,0.0000,,,2000.000,03-01-2025,03-01-2025,,13 %,,,Yes,1000,0011154607,40,计划+王巧玲,,#N/A,,,已纳入APL,0008100303,
4500390836,,Xiuhua Jiang,"Xiamen Longtenxing Electromechanical Equipment Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z030,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,19059987,,,,EA,0.9735,,,2000.000,19-11-2024,16-11-2024,,13 %,,,No,1000,0011154425,10,EDFA车间+郑基炎,,#N/A,,,,0008102061,
4500390846,,Owen Zheng,"China Bester OptoelectrinicsTechnology(Hubei) Co.,Ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,60129954,B,,,EA,0.0000,,,1600.000,23-12-2024,23-12-2024,,13 %,,,Yes,1000,0011154608,260,计划+王巧玲,,#N/A,,,已纳入APL,0008103216,
4500390874,,Thomas Zhang,"Photop Technologies, Inc.(FL)",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,USA,,,10,NB Standard PO,32498330-4,,,,EA,0.0000,,,45.000,06-11-2024,06-11-2024,,0 %,,,No,2000,0011154394,10,Liv Huang,,#N/A,,,工程验证,0000002020,
4500390899,,Liangsi Luo,"Qingyuan Yiyuan Tong Photoelectric Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,32494819,A0,,,SET,10.9000,,,2000.000,06-01-2025,06-01-2025,,13 %,,,No,2000,0011154352,20,光纤+计划陈美华,,#N/A,,,工程验证,0008101552,
4500390901,,Liangsi Luo,"Dongguan Xiangtong Co.,Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,66138817,C,,,EA,0.0000,,,15000.000,06-01-2025,06-12-2024,,13 %,,,Yes,2000,0011151684,10,NPI+计划真敏章,,#N/A,,,已纳入APL,0008103832,
4500390901,,Liangsi Luo,"Dongguan Xiangtong Co.,Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,66138817,C,,,EA,0.0000,,,15000.000,11-12-2024,11-12-2024,,13 %,,,Yes,2000,0011151684,20,NPI+计划真敏章,,#N/A,,,已纳入APL,0008103832,
4500390911,,Allison Wu,Fujian Hitronics Technologies Inc.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,30,NB Standard PO,66508063,A0,,,EA,67.6000,,,100.000,15-12-2024,13-12-2024,,13 %,,,No,1000,0011154767,20,工程+宋福生,,#N/A,,,工程验证,0008103753,
4500390914,,Thomas Zhang,"Shenzhen GTlink Co.,Ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,40,NB Standard PO,66018278GT,A,,,EA,1.7900,,,20000.000,30-12-2024,23-12-2024,,13 %,,,No,1000,0011154990,40,计划+汪振芳,,#N/A,,,已纳入APL,0008103034,
4500390950,,Jody Zhong,II-VI Laser Enterprise Gmbh,,"Floor 1,No.318 Fuguang Road, Jinan District Fuzhou, Fujian 350014, China","Floor 1,No.318 Fuguang Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,EXW,,Ex-Works,,"End User: Huizhou JPT Opto-Electronics Co., Ltd.",20,NB Standard PO,CM96A1060CWG,,,,EA,170.7100,,,150.000,24-12-2024,24-12-2024,,0 %,,,No,8600,0011155025,10,物料计划BOM料,,,,,,000000Z011,
4500390962,,Da Wei,Fuzhou Gulou Tengxiang Trade Firm,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30081499,,,,BAG,38.0300,,,300.000,20-11-2024,20-11-2024,,13 %,,,No,1000,0011155012,410,集中+何东升,,#N/A,,,已纳入APL,0008100095,
4500383137,,Kelly Chen,"shenzhen xiang xin yu technology co., ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,30,NB Standard PO,32447297,A,,,EA,380.0000,,,14.000,25-09-2024,23-09-2024,,13 %,,,No,2000,0011138370,10,NPI+计划真敏章,,#N/A,,,工程验证,0008103595,
4500383304,,Dawn Chen,"Fuzhou Photop Opitcs Co., Ltd.",,"4F., No.100, Ruiguang Rd., Neihu Dist., Taipei city 11491, Taiwan","4F., No.100, Ruiguang Rd., Neihu Dist., Taipei city 11491, Taiwan",USD,Z030,FOB,,Origin,,,10,NB Standard PO,65919323,A,,,EA,191.4600,,,100.000,01-11-2024,01-11-2024,,0 %,,,No,7020,0011139409,10,部门专用料,,,,,,0008102884,
4500383337,,Xiuhua Jiang,"Shenzhen Rich Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,,,,,,10,NB Standard PO,65676886,B,,,EA,13.2000,,,3360.000,30-09-2024,30-09-2024,,13 %,,,No,1000,0011139400,140,计划+王巧玲,,#N/A,,,已纳入APL,0008105071,
4500383337,,Xiuhua Jiang,"Shenzhen Rich Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,,,,,,10,NB Standard PO,65676886,B,,,EA,13.2000,,,3360.000,14-10-2024,08-10-2024,,13 %,,,No,1000,0011139400,140,计划+王巧玲,,#N/A,,,已纳入APL,0008105071,
4500383337,,Xiuhua Jiang,"Shenzhen Rich Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,,,,,,10,NB Standard PO,65676886,B,,,EA,13.2000,,,3360.000,22-10-2024,22-10-2024,,13 %,,,No,1000,0011139400,140,计划+王巧玲,,#N/A,,,已纳入APL,0008105071,
4500383415,,Xiuhua Jiang,Zhongxing Selion Electromechanical Techn,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,70,NB Standard PO,PA517637,A,,,EA,29.2800,,,118.000,14-10-2024,11-10-2024,,13 %,,,No,1001,0011138392,140,Tencen+Aiden,,#N/A,,,工程验证,0008104738,
